scene_id,under_warning_rate,over_warning_rate,adaptive_under_warning_rate,adaptive_over_warning_rate,static_under_warning_rate,static_over_warning_rate,gt_tier_distribution,adaptive_tier_accuracy,static_tier_accuracy,adaptive_intervention_recall,static_intervention_recall,adaptive_emergency_recall,static_emergency_recall,cue_risk_monotonicity,shap_alignment,warning_lead_time_s,min_distance_m,cue_flicker_hz,visual_clutter,mean_score,tier_distribution,dataset,frames,duration_s,num_vrus,lighting,weather,location,env_risk,trajectory_risk,vru_risk,mean_ttc
00422cc5-b120-49db-982f-fc0c1e1eaf8d_29351_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 14, 'advisory': 30, 'silent': 25}",0.6231884057971014,0.43478260869565216,0.0,0.0,0.0,0.0,-0.8638393874991799,0.0,0.0,9.750358530323307,0.29411764705882354,0.16231884057971013,67.04956753602272,"{'advisory': 32, 'silent': 37}",argoverse,69,6.8,5,day,clear,austin,0.4461533597185226,0.47789493523428855,0.025581667273590847,2.429908512037124
00422cc5-b120-49db-982f-fc0c1e1eaf8d_29382_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 14, 'advisory': 30, 'silent': 24}",0.6176470588235294,0.4411764705882353,0.0,0.0,0.0,0.0,-0.864619289196024,0.0,0.0,9.750358530323307,0.29850746268656714,0.16470588235294117,66.86585646462046,"{'advisory': 32, 'silent': 36}",argoverse,68,6.7,5,day,clear,austin,0.4461533597185226,0.4836492346988302,0.025951070189124393,2.393688761693744
00422cc5-b120-49db-982f-fc0c1e1eaf8d_29407_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 14, 'advisory': 30, 'silent': 21}",0.6,0.46153846153846156,0.0,0.0,0.0,0.0,-0.8660254037844386,0.0,0.0,9.750358530323307,0.3125,0.1723076923076923,66.28492875194085,"{'advisory': 32, 'silent': 33}",argoverse,65,6.4,5,day,clear,austin,0.4461533597185226,0.5018346144045346,0.02712994757274001,2.2815045985911966
00450480-0bcd-46b9-a48b-5337d8c9d0a3_283348_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 20, 'advisory': 69}",0.30337078651685395,0.7752808988764045,0.0,0.0,0.0,0.0,-0.8647122485123435,0.0,0.0,7.5812434575169645,0.45454545454545453,0.18483146067415734,64.21013209855874,"{'advisory': 47, 'silent': 42}",argoverse,89,8.8,16,day,clear,miami,0.4553778079978576,0.5559898664982577,0.02983531955264075,1.5590114230857564
00450480-0bcd-46b9-a48b-5337d8c9d0a3_283414_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 20, 'advisory': 69}",0.30337078651685395,0.7752808988764045,0.0,0.0,0.0,0.0,-0.8647122485123435,0.0,0.0,7.5812434575169645,0.45454545454545453,0.18483146067415734,64.21013209855874,"{'advisory': 47, 'silent': 42}",argoverse,89,8.8,16,day,clear,miami,0.4553778079978576,0.5559898664982577,0.02983531955264075,1.5590114230857564
005b26cb-7ddc-4e9e-b2d1-55c49f1c6e85_24862_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 16, 'advisory': 56, 'silent': 28}",0.67,0.56,0.0,0.0,0.0,0.0,-0.8617274844321391,0.0,0.0,5.711166472667529,0.5050505050505051,0.19250000000000006,65.33888289371068,"{'advisory': 55, 'silent': 45}",argoverse,100,9.9,19,day,clear,pittsburgh,0.4553778079978574,0.48259305104324673,0.0656071085025877,1.9452732225433544
005b26cb-7ddc-4e9e-b2d1-55c49f1c6e85_24914_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 16, 'advisory': 53}",0.6086956521739131,0.7681159420289855,0.0,0.0,0.0,0.0,-0.6341142171061414,0.0,0.0,5.711166472667529,0.588235294117647,0.29420289855072473,60.426944564767496,"{'advisory': 58, 'silent': 11}",argoverse,69,6.800000000000001,19,day,clear,pittsburgh,0.4553778079978575,0.6179310382371599,0.0940003989401135,1.3161111724013514
005b26cb-7ddc-4e9e-b2d1-55c49f1c6e85_24944_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 16, 'advisory': 50}",0.6212121212121212,0.7575757575757576,0.0,0.0,0.0,0.0,-0.5944635494257549,0.0,0.0,5.711166472667529,0.46153846153846156,0.3022727272727273,59.90513217364027,"{'advisory': 57, 'silent': 9}",argoverse,66,6.5,19,day,clear,pittsburgh,0.4553778079978576,0.6328848452627055,0.09644033828547516,1.286807061540178
005b26cb-7ddc-4e9e-b2d1-55c49f1c6e85_24970_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 16, 'advisory': 54}",0.6,0.7714285714285715,0.0,0.0,0.0,0.0,-0.6528471723887754,0.0,0.0,5.711166472667529,0.7246376811594203,0.29000000000000015,60.569462177727836,"{'advisory': 58, 'silent': 12}",argoverse,70,6.9,19,day,clear,pittsburgh,0.4553778079978576,0.6140942363942624,0.0930866136843328,1.3273572083127683
005b26cb-7ddc-4e9e-b2d1-55c49f1c6e85_24974_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 16, 'advisory': 49}",0.6307692307692307,0.7538461538461538,0.0,0.0,0.0,0.0,-0.5690901829794961,0.0,0.0,5.711166472667529,0.46875,0.30692307692307697,59.71683690756066,"{'advisory': 57, 'silent': 8}",argoverse,65,6.4,19,day,clear,pittsburgh,0.4553778079978576,0.6384345628906515,0.09716712952684968,1.2777568992262638
005b26cb-7ddc-4e9e-b2d1-55c49f1c6e85_25002_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 16, 'advisory': 51}",0.6119402985074627,0.7611940298507462,0.0,0.0,0.0,0.0,-0.6172649696692246,0.0,0.0,5.711166472667529,0.45454545454545453,0.2977611940298508,60.09563331468894,"{'advisory': 57, 'silent': 10}",argoverse,67,6.6000000000000005,19,day,clear,pittsburgh,0.4553778079978575,0.6273028168043563,0.0956723287088688,1.2961091023498326
005b26cb-7ddc-4e9e-b2d1-55c49f1c6e85_25023_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 16, 'advisory': 51}",0.6119402985074627,0.7611940298507462,0.0,0.0,0.0,0.0,-0.6172649696692246,0.0,0.0,5.711166472667529,0.45454545454545453,0.2977611940298508,60.09563331468894,"{'advisory': 57, 'silent': 10}",argoverse,67,6.6000000000000005,19,day,clear,pittsburgh,0.4553778079978575,0.6273028168043563,0.0956723287088688,1.2961091023498326
005b26cb-7ddc-4e9e-b2d1-55c49f1c6e85_25062_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 16, 'advisory': 57, 'silent': 27}",0.67,0.57,0.0,0.0,0.0,0.0,-0.8598104020031039,0.0,0.0,5.711166472667529,0.5050505050505051,0.1960000000000001,65.1841852153537,"{'advisory': 56, 'silent': 44}",argoverse,100,9.899999999999999,19,day,clear,pittsburgh,0.4553778079978576,0.48732399503159174,0.06603275379280855,1.915793046756364
005b26cb-7ddc-4e9e-b2d1-55c49f1c6e85_25079_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 16, 'advisory': 50}",0.6212121212121212,0.7575757575757576,0.0,0.0,0.0,0.0,-0.5944635494257549,0.0,0.0,5.711166472667529,0.46153846153846156,0.3022727272727273,59.90513217364027,"{'advisory': 57, 'silent': 9}",argoverse,66,6.5,19,day,clear,pittsburgh,0.4553778079978576,0.6328848452627055,0.09644033828547516,1.286807061540178
005b26cb-7ddc-4e9e-b2d1-55c49f1c6e85_25095_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 16, 'advisory': 57, 'silent': 27}",0.67,0.57,0.0,0.0,0.0,0.0,-0.8598104020031039,0.0,0.0,5.711166472667529,0.5050505050505051,0.1960000000000001,65.1841852153537,"{'advisory': 56, 'silent': 44}",argoverse,100,9.899999999999999,19,day,clear,pittsburgh,0.4553778079978576,0.48732399503159174,0.06603275379280855,1.915793046756364
005b26cb-7ddc-4e9e-b2d1-55c49f1c6e85_25113_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 16, 'advisory': 52}",0.6029411764705882,0.7647058823529411,0.0,0.0,0.0,0.0,-0.6378704023758471,0.0,0.0,5.711166472667529,0.44776119402985076,0.29338235294117654,60.289136865649596,"{'advisory': 57, 'silent': 11}",argoverse,68,6.7,19,day,clear,pittsburgh,0.4553778079978575,0.6216626146902112,0.09486241245765864,1.3057570310926068
005f3e26-75cb-43a5-b61a-89343d490fdf_112169_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'advisory': 47, 'silent': 4}",0.9215686274509803,0.9215686274509803,0.0,0.0,0.0,0.0,-0.6300183147521006,0.0,0.0,5.419468974340376,1.0,0.2950980392156863,63.69376822240414,"{'advisory': 43, 'silent': 8}",argoverse,51,5.0,19,day,clear,austin,0.4553778079978576,0.4226034588851852,0.180433856370867,1.7754556533667425
005f3e26-75cb-43a5-b61a-89343d490fdf_112184_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'advisory': 47, 'silent': 4}",0.9215686274509803,0.9215686274509803,0.0,0.0,0.0,0.0,-0.6300183147521006,0.0,0.0,5.419468974340376,1.0,0.2950980392156863,63.69376822240414,"{'advisory': 43, 'silent': 8}",argoverse,51,5.0,19,day,clear,austin,0.4553778079978576,0.4226034588851852,0.180433856370867,1.7754556533667425
005f3e26-75cb-43a5-b61a-89343d490fdf_112192_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'advisory': 20, 'silent': 63}",0.9759036144578314,0.24096385542168675,0.0,0.0,0.0,0.0,-0.7138500413483921,0.0,0.0,5.419468974340376,0.3658536585365854,0.07590361445783131,74.9585212099663,"{'advisory': 18, 'silent': 65}",argoverse,83,8.2,19,day,clear,austin,0.4553778079978576,0.16371841569494655,0.0638271333090334,796.5565953866662
005f3e26-75cb-43a5-b61a-89343d490fdf_112225_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'advisory': 47, 'silent': 4}",0.9215686274509803,0.9215686274509803,0.0,0.0,0.0,0.0,-0.6300183147521006,0.0,0.0,5.419468974340376,1.0,0.2950980392156863,63.69376822240414,"{'advisory': 43, 'silent': 8}",argoverse,51,5.0,19,day,clear,austin,0.4553778079978575,0.4226034588851852,0.180433856370867,1.7754556533667425
005f3e26-75cb-43a5-b61a-89343d490fdf_112240_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'advisory': 47, 'silent': 31}",0.9487179487179487,0.6025641025641025,0.0,0.0,0.0,0.0,-0.8615291353710625,0.0,0.0,5.419468974340376,0.6493506493506493,0.1929487179487179,68.7131584829287,"{'advisory': 43, 'silent': 35}",argoverse,78,7.7,19,day,clear,austin,0.4553778079978575,0.3088270781732239,0.12689722839867587,183.99818394554498
005f3e26-75cb-43a5-b61a-89343d490fdf_112350_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'advisory': 47, 'silent': 32}",0.9493670886075949,0.5949367088607594,0.0,0.0,0.0,0.0,-0.862688106577788,0.0,0.0,5.419468974340376,0.641025641025641,0.190506329113924,68.87197297232147,"{'advisory': 43, 'silent': 36}",argoverse,79,7.800000000000001,19,day,clear,austin,0.4553778079978575,0.3049179022444579,0.1255125880143493,202.14983576861457
008415aa-6a7d-4c51-9b82-f29bc76f7f28_5638_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 16, 'advisory': 19, 'silent': 25}",0.5666666666666667,0.31666666666666665,0.0,0.0,0.0,0.0,-0.8540311875110043,0.0,0.0,6.516537398107803,0.1694915254237288,0.14583333333333331,65.70144473415391,"{'advisory': 25, 'silent': 35}",argoverse,60,5.9,13,day,clear,pittsburgh,0.4553778079978575,0.47856457083858944,0.057550194025803345,2.299425106810572
0085e780-a3b2-4432-a64f-56e7b3394432_175943_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 21, 'advisory': 35, 'silent': 25, 'emergency': 2}",0.5060240963855421,0.42168674698795183,0.0,0.0,0.0,0.0,-0.865522339319227,0.0,0.0,5.626117824842723,0.24390243902439027,0.1686746987951807,64.30410167397379,"{'advisory': 40, 'silent': 43}",argoverse,83,8.2,3,day,clear,washington-dc,0.4665456582408972,0.5231416374921266,0.04466076238755072,1.8392393513068397
009cf3d3-fd2c-4361-b926-eca40c138446_29409_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'advisory': 27, 'silent': 44}",0.7887323943661971,0.38028169014084506,0.0,0.0,0.0,0.0,-0.6491753010001008,0.0,0.0,8.458933747761652,0.8571428571428571,0.05915492957746479,73.12685651270436,"{'advisory': 12, 'silent': 59}",argoverse,71,7.0,45,day,clear,pittsburgh,0.4553778079978576,0.24367039814473518,0.04493064076797594,2.9140055228339117
009cf3d3-fd2c-4361-b926-eca40c138446_29414_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'advisory': 30, 'silent': 53}",0.8554216867469879,0.3614457831325301,0.0,0.0,0.0,0.0,-0.7138500413483921,0.0,0.0,9.198553513347832,0.48780487804878053,0.07590361445783131,74.55728602426062,"{'advisory': 18, 'silent': 65}",argoverse,83,8.2,45,day,clear,pittsburgh,0.4553778079978575,0.1898868612673601,0.05103319392680962,265.5539774737537
009cf3d3-fd2c-4361-b926-eca40c138446_29465_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'advisory': 12, 'silent': 40}",0.9230769230769231,0.23076923076923078,0.0,0.0,0.0,0.0,-0.6250416190360383,0.0,0.0,8.458933747761652,0.588235294117647,0.05384615384615385,73.70465158356376,"{'advisory': 8, 'silent': 44}",argoverse,52,5.1000000000000005,45,day,clear,pittsburgh,0.4553778079978576,0.2242935103444628,0.04504769287293468,2.9093031357859562
009cf3d3-fd2c-4361-b926-eca40c138446_29739_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'advisory': 27, 'silent': 44}",0.7887323943661971,0.38028169014084506,0.0,0.0,0.0,0.0,-0.6491753010001008,0.0,0.0,8.458933747761652,0.8571428571428571,0.05915492957746479,73.12685651270436,"{'advisory': 12, 'silent': 59}",argoverse,71,7.0,45,day,clear,pittsburgh,0.4553778079978576,0.24367039814473518,0.04493064076797594,2.9140055228339117
scene-0061_bbd6c47a20e34276bc6f2cfbc6ba6205_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 11, 'silent': 7}",0.65,0.55,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.4166933610851112,0.13999999999999999,66.10911930414478,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.599385,63,day,clear,singapore-onenorth,0.4553778079978575,0.39549714521560136,0.12702846731576262,2.3982705397715076
scene-0061_3843d35144d84c02b387678f9bc7f2ed_clip000,0.0,0.0,0.0,0.0,1.0,0.0,"{'intervention': 3, 'advisory': 3, 'silent': 3, 'emergency': 3}",0.25,0.25,0.0,0.0,0.0,0.0,-0.916057224828689,1.0,3.448807,2.677125974241124,0.7274508866080475,0.22499999999999998,57.804385060938216,"{'intervention': 2, 'advisory': 4, 'silent': 6}",nuscenes,12,5.498653,63,day,clear,singapore-onenorth,0.4553778079978576,0.623187256739023,0.17616283056589266,1.6325041839005194
scene-0061_03d01c950f044575b69137f069345db0_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 10, 'silent': 8}",0.7,0.5,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.41884031702442437,0.13999999999999999,66.6383080453583,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.550179,63,day,clear,singapore-onenorth,0.4553778079978575,0.3765989543609045,0.12828703346334197,2.699375508533391
scene-0061_221dd725c6654412a04c71ced8ad6d03_clip000,0.0,0.0,0.0,0.0,1.0,0.0,"{'intervention': 3, 'advisory': 3, 'silent': 4, 'emergency': 3}",0.3076923076923077,0.23076923076923078,0.0,0.0,0.0,0.0,-0.9032906873947423,1.0,3.9486649999999996,2.677125974241124,0.6668321521790992,0.20769230769230768,59.275788247728805,"{'intervention': 2, 'advisory': 4, 'silent': 7}",nuscenes,13,5.998511,63,day,clear,singapore-onenorth,0.4553778079978576,0.5867811820928152,0.16352213231908083,1.8024730171755428
scene-0061_b4db946778484c2195efa320571f53dc_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 10, 'silent': 8}",0.7,0.5,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.4166693576562682,0.13999999999999999,66.36669627859088,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.599938,63,day,clear,singapore-onenorth,0.4553778079978575,0.3865214793445419,0.1274182340386189,2.507785200767863
scene-0061_e2f67391cb914b0cbdda3995dbc397f8_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 11, 'silent': 7}",0.65,0.55,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.4166933610851112,0.13999999999999999,66.10911930414478,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.599385,63,day,clear,singapore-onenorth,0.4553778079978575,0.39549714521560136,0.12702846731576262,2.3982705397715076
scene-0061_95fc384cb4994ffe9a5caf914274ab22_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 10, 'silent': 8}",0.7,0.5,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.41884031702442437,0.13999999999999999,66.6383080453583,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.550179,63,day,clear,singapore-onenorth,0.4553778079978575,0.3765989543609045,0.12828703346334197,2.699375508533391
scene-0061_0e79e7bed1d543c9a00acfbf90ff60b3_clip000,0.0,0.0,0.0,0.0,1.0,0.0,"{'intervention': 3, 'advisory': 4, 'silent': 5, 'emergency': 3}",0.3333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,-0.8752550648647676,1.0,4.9987580000000005,2.677125974241124,0.5674882572492369,0.18,61.08128065069509,"{'intervention': 2, 'advisory': 4, 'silent': 9}",nuscenes,15,7.048604,63,day,clear,singapore-onenorth,0.4553778079978576,0.54323855245476,0.14688168185825978,1.8741744647802407
scene-0061_1bc410ff237c4c48b9b7b094a9eaeb4d_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 9, 'silent': 9}",0.75,0.45,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.4187926501052322,0.13999999999999999,66.81767982736713,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.551265999999998,63,day,clear,singapore-onenorth,0.4553778079978575,0.36963627383358133,0.12927065459037115,2.7929433157113115
scene-0061_71603dd1a2ba4e9daf095535e38310ac_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 10, 'silent': 8}",0.7,0.5,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.41884031702442437,0.13999999999999999,66.6383080453583,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.550179,63,day,clear,singapore-onenorth,0.4553778079978576,0.3765989543609045,0.12828703346334197,2.699375508533391
scene-0061_eb3da8843f614a90a48ddb6ee392c0c0_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 10, 'silent': 8}",0.7,0.5,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.41884031702442437,0.13999999999999999,66.6383080453583,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.550179,63,day,clear,singapore-onenorth,0.4553778079978575,0.3765989543609045,0.12828703346334197,2.699375508533391
scene-0061_070412f6a4f944e6a0a9e01ac1ea1fee_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 9, 'silent': 9}",0.75,0.45,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.4187909839326652,0.13999999999999999,67.0788960129716,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.551303999999998,63,day,clear,singapore-onenorth,0.4553778079978575,0.3590979707181078,0.13110175151902867,3.1593985899389403
scene-0061_e59d97d4403a48b88fbb6a58fc9959e6_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 9, 'silent': 9}",0.75,0.45,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.4187926501052322,0.13999999999999999,66.81767982736713,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.551265999999998,63,day,clear,singapore-onenorth,0.4553778079978575,0.36963627383358133,0.12927065459037115,2.7929433157113115
scene-0061_e1e148c7bcb14072822872a4cfc8e882_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 9, 'silent': 9}",0.75,0.45,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.4187926501052322,0.13999999999999999,66.81767982736713,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.551265999999998,63,day,clear,singapore-onenorth,0.4553778079978576,0.36963627383358133,0.12927065459037115,2.7929433157113115
scene-0061_f81722a685cc49eba454efbb3aec0331_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 10, 'silent': 8}",0.7,0.5,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.41884031702442437,0.13999999999999999,66.6383080453583,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.550179,63,day,clear,singapore-onenorth,0.4553778079978575,0.3765989543609045,0.12828703346334197,2.699375508533391
scene-0061_acc1b985c3b746cdbb22fc59bb41b774_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 9, 'silent': 9}",0.75,0.45,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.4187926501052322,0.13999999999999999,66.81767982736713,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.551265999999998,63,day,clear,singapore-onenorth,0.4553778079978575,0.36963627383358133,0.12927065459037115,2.7929433157113115
scene-0061_73ee514c205c483da3d1d04282337457_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 9, 'silent': 9}",0.75,0.45,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.4187926501052322,0.13999999999999999,66.81767982736713,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.551265999999998,63,day,clear,singapore-onenorth,0.4553778079978575,0.36963627383358133,0.12927065459037115,2.7929433157113115
scene-0061_9e6d680cd81942f5acdfbb07254f8f45_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 8, 'silent': 10}",0.8,0.4,0.0,0.0,0.0,0.0,-0.8495907904857465,0.0,0.0,4.141439698693297,0.42098469794295307,0.13999999999999999,67.39728682119569,"{'advisory': 8, 'silent': 12}",nuscenes,20,9.501532999999998,63,day,clear,singapore-onenorth,0.4553778079978576,0.3478910116289992,0.1316956836673338,3.442037197535302
scene-0061_1e775890010e4d97b74ca1d06441d023_clip000,0.0,0.0,0.0,0.0,0.0,0.0,{'silent': 11},1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.844171317134732,0.0,0.0,78.03292927830381,{'silent': 11},nuscenes,11,4.9998640000000005,63,day,clear,singapore-onenorth,0.4553778079978576,0.08681894268625868,0.038246337373137866,113.01530406575439
scene-0061_203a688b840844b8ae16a2b07967ffad_clip000,0.0,0.0,0.0,0.0,0.0,0.0,{'silent': 11},1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.844171317134732,0.0,0.0,78.03292927830381,{'silent': 11},nuscenes,11,4.9998640000000005,63,day,clear,singapore-onenorth,0.4553778079978575,0.08681894268625868,0.038246337373137866,113.01530406575439
scene-0103_3b19bb63d0924f4da3034819357d6c8b_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 9, 'advisory': 4, 'silent': 1}",0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,-0.6076436202501999,0.0,0.0,5.779254636762074,0.15626379516316674,0.3,53.12647438517054,"{'advisory': 12, 'silent': 2}",nuscenes,14,6.399435,51,day,clear,boston-seaport,0.4553778079978575,0.8090241955228435,0.14625624764099515,1.1692860456427705
scene-0103_68a40df2846e4298af0417ea12721b5c_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 9, 'advisory': 4}",0.23076923076923078,0.3076923076923077,0.0,0.0,0.0,0.0,-0.4629100498862757,0.0,0.0,5.779254636762074,0.16666177792118098,0.3230769230769231,51.494878561088434,"{'advisory': 12, 'silent': 1}",nuscenes,13,6.000176,51,day,clear,boston-seaport,0.4553778079978575,0.8546523524873737,0.15501461814586853,1.0271800147546497
scene-0103_fa107c6dd0dc4d15b94b86cbf5b990c0_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 9, 'advisory': 4, 'silent': 3}",0.375,0.25,0.0,0.0,0.0,0.0,-0.7514691493021795,0.0,0.0,5.779254636762074,0.1351498372458085,0.26249999999999996,56.28000326541185,"{'advisory': 12, 'silent': 4}",nuscenes,16,7.399195,51,day,clear,boston-seaport,0.4553778079978576,0.717937023399007,0.13222579042345445,1.874236986670301
scene-0103_ead6a822f86c432481c0a9d2e4e4f827_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 9, 'advisory': 4, 'silent': 1}",0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,-0.6076436202501999,0.0,0.0,5.779254636762074,0.15626379516316674,0.3,53.12647438517054,"{'advisory': 12, 'silent': 2}",nuscenes,14,6.399435,51,day,clear,boston-seaport,0.4553778079978574,0.8090241955228435,0.14625624764099515,1.1692860456427705
scene-0103_99fbf1b9bf474215a4e8ad562bb7e9b2_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 9, 'advisory': 4, 'silent': 5}",0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,0.0,-0.8177595307636584,0.0,0.0,5.779254636762074,0.11977275754256962,0.23333333333333328,58.64722091760705,"{'advisory': 12, 'silent': 6}",nuscenes,18,8.349144,51,day,clear,boston-seaport,0.4553778079978576,0.6492048237795562,0.12205073496973196,2.544941639055477
scene-0103_6e71a9ceaf9a4974a1d07a2bd3544506_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 9, 'advisory': 4, 'silent': 6}",0.47368421052631576,0.21052631578947367,0.0,0.0,0.0,0.0,-0.8366600265340756,0.0,0.0,5.779254636762074,0.1129995980604297,0.22105263157894733,59.5571095200669,"{'advisory': 12, 'silent': 7}",nuscenes,19,8.849589,51,day,clear,boston-seaport,0.4553778079978575,0.6229158487153456,0.11801008995194755,2.7371993254297315
scene-0103_34aaf645a4174c6c8ff1874e6b33ccf6_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 9, 'advisory': 4, 'silent': 4}",0.4117647058823529,0.23529411764705882,0.0,0.0,0.0,0.0,-0.7905694150420949,0.0,0.0,5.779254636762074,0.12659756633902372,0.24705882352941172,57.513463072339285,"{'advisory': 12, 'silent': 5}",nuscenes,17,7.899046,51,day,clear,boston-seaport,0.4553778079978575,0.6823050263584968,0.12674246056638383,2.1400454778906326
scene-0103_b3412553d70f40b3a1d19a0eb8529a08_clip000,0.0,0.0,0.0,0.0,0.0,0.0,"{'intervention': 2, 'advisory': 12, 'silent': 6}",0.75,0.6,0.0,0.0,0.0,0.0,-0.8627635262664035,0.0,0.0,7.815466782298337,0.5262626092521175,0.1925,68.0949599718404,"{'advisory': 11, 'silent': 9}",nuscenes,20,9.500960000000003,51,day,clear,boston-seaport,0.4553778079978575,0.37176724042587284,0.0845636831823041,3.3347392445034183
